cod_ciclo,cod_ano,cod_canal,cod_agrupador_sap_material,cod_uf,des_categoria_material,des_subcategoria_material,des_marca_material,des_mecanica_consumidor,des_mecanica_rev,des_promocao_publico,vlr_desconto_real,vlr_rbv_tabela_so_tt,vlr_rbv_real_so_tt,vlr_preco_base,vlr_preco_venda
202009,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,41.6454583314053,131.64592105872,90.0004627273148,40.0704225352113,27.3943661971831
202114,2021.0,Anon1,19418.3517653047,Anon2,Anon1,Anon5,Anon5,Anon8,Anon2,Anon3,15214.2196103836,55222.9188839017,40008.6992735181,63.3098591549296,45.8573943661972
202301,2022.0,Anon2,19411.4108555828,Anon3,Anon1,Anon1,Anon5,Anon4,Anon3,Anon3,0.0,17687.52024432,17687.52024432,105.56338028169,105.56338028169
202209,2022.0,Anon2,15700.3377909398,Anon1,Anon2,Anon4,Anon2,Anon3,Anon1,Anon2,0.0,5820.64689278608,5820.64689278608,42.1830985915493,42.1830985915493
202009,2020.0,Anon1,15423.8582203507,Anon2,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,152.700013881819,762.227569293415,609.527555411596,42.1830985915493,33.7323943661972
201904,2019.0,Anon1,13987.0899079173,Anon2,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,76.3500069409097,381.402989218454,305.052982277544,77.3943661971831,61.9014084507042
202105,2021.0,Anon2,13987.0899079173,Anon2,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,20504.9511822683,20504.9511822683,79.5070422535211,79.5070422535211
202105,2021.0,Anon1,17159.085650826,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,48.9102771736616,762.227569293415,713.317292119754,42.1830985915493,38.8755868521127
202209,2022.0,Anon1,23491.5089537735,Anon2,Anon1,Anon1,Anon5,Anon2,Anon5,Anon3,26068.4952107723,82408.0329461848,56339.5377354125,116.12676056338,79.4295774647887
201913,2019.0,Anon1,15685.299153209,Anon3,Anon1,Anon1,Anon2,Anon8,Anon1,Anon1,1535.42177594743,6176.5998796909,4641.17810374346,35.1408450704225,26.9172535211268
202305,2023.0,Anon1,17129.0083753644,Anon1,Anon1,Anon1,Anon4,Anon3,Anon1,Anon2,0.0,935.981675998334,935.981675998334,63.3098591549296,63.3098591549296
202304,2023.0,Anon2,15699.1809726528,Anon3,Anon1,Anon1,Anon2,Anon4,Anon3,Anon3,185.090925917357,875.3643977604,690.273471843043,23.169014084507,19.4530516408451
202110,2021.0,Anon2,15423.8582203507,Anon2,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,75.5980750543705,24174.9571977234,24099.359122669,45.7042253521127,45.558685443662
202007,2020.0,Anon1,15423.8582203507,Anon2,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,20.3947063995188,31043.4500948591,31023.0553884596,42.1830985915493,42.1232394366197
202214,2022.0,Anon2,19418.3517653047,Anon3,Anon1,Anon5,Anon5,Anon10,Anon1,Anon1,0.0,8182.98551663505,8182.98551663505,68.2394366197183,68.2394366197183
202303,2023.0,Anon2,22473.5088612281,Anon1,Anon1,Anon1,Anon6,Anon10,Anon1,Anon1,0.0,460.76072370552,460.76072370552,40.0704225352113,40.0704225352113
202311,2023.0,Anon2,15816.0196196381,Anon1,Anon2,Anon4,Anon3,Anon3,Anon1,Anon2,0.0,720.929156448105,720.929156448105,54.8591549295775,54.8591549295775
201913,2019.0,Anon1,16132.9878302716,Anon2,Anon1,Anon1,Anon2,Anon8,Anon1,Anon1,2844.08403128037,15211.5820646893,12367.4980334089,20.3521126760563,16.5193661971831
202310,2023.0,Anon2,19410.2540372958,Anon2,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,0.0,105431.493221045,105431.493221045,105.56338028169,105.56338028169
202106,2021.0,Anon2,19418.3517653047,Anon3,Anon1,Anon5,Anon5,Anon3,Anon1,Anon2,0.0,14576.8358706214,14576.8358706214,58.3802816901409,58.3802816901409
202202,2022.0,Anon1,15423.8582203507,Anon2,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,519.966683633335,14123.2474202952,13603.2807366619,52.7464788732395,50.6971830985916
202212,2022.0,Anon2,23491.5089537735,Anon3,Anon1,Anon1,Anon5,Anon2,Anon1,Anon1,1527.00013881819,8584.17009856092,7057.16995974272,116.12676056338,95.5880281690141
202211,2022.0,Anon1,19412.5676738698,Anon3,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,3950.2221091111,19780.0888436444,15829.8667345333,73.8732394366197,60.9882629084507
202201,2022.0,Anon2,19786.2199805655,Anon3,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,3004.71981861089,3004.71981861089,70.3521126760564,70.3521126760564
202217,2022.0,Anon2,22984.8225440748,Anon1,Anon1,Anon5,Anon7,Anon3,Anon1,Anon2,0.0,1245.89329508121,1245.89329508121,25.2816901408451,25.2816901408451
202201,2022.0,Anon2,22473.5088612281,Anon3,Anon1,Anon1,Anon6,Anon2,Anon1,Anon1,503.215954837814,1674.03174309379,1170.81578825598,35.1408450704225,24.5774647887324
202305,2023.0,Anon1,22473.5088612281,Anon1,Anon1,Anon1,Anon6,Anon3,Anon1,Anon2,0.0,197.46888158808,197.46888158808,40.0704225352113,40.0704225352113
202302,2023.0,Anon1,19440.3313127574,Anon1,Anon1,Anon1,Anon5,Anon2,Anon2,Anon3,6105.91828235621,22419.832492712,16313.9142103558,70.3521126760564,52.1361502323944
202209,2022.0,Anon2,25033.5477303225,Anon1,Anon1,Anon1,Anon5,Anon2,Anon1,Anon1,3209.01392809218,15377.5854888714,12168.5715607792,133.732394366197,106.422535211268
202306,2023.0,Anon2,22492.0179538198,Anon3,Anon1,Anon1,Anon6,Anon10,Anon1,Anon1,5.7840914349174,4964.36999676091,4958.58590532599,35.1408450704225,35.0774647887324
202214,2022.0,Anon1,19439.1744944704,Anon1,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,1200.08329091666,5604.78460043496,4404.7013095183,68.2394366197183,53.3503521126761
202202,2022.0,Anon1,19440.3313127574,Anon1,Anon1,Anon1,Anon5,Anon2,Anon1,Anon1,5018.27772893434,20529.2443662949,15510.9666373606,66.830985915493,50.446009387324
201906,2019.0,Anon1,13662.0239692749,Anon2,Anon1,Anon3,Anon1,Anon7,Anon1,Anon1,0.0,65.8229605293601,65.8229605293601,40.0704225352113,40.0704225352113
202004,2020.0,Anon2,18739.2994308454,Anon1,Anon2,Anon2,Anon2,Anon2,Anon1,Anon1,661.700060154551,3302.48484568044,2640.78478552589,38.6619718309859,30.9154929577465
202110,2021.0,Anon2,15700.3377909398,Anon2,Anon2,Anon4,Anon2,Anon8,Anon1,Anon1,4667.72708342974,31515.7790014345,26848.0519180047,37.2535211267606,31.7323943661972
202101,2020.0,Anon1,19440.3313127574,Anon3,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,0.0,3847.92466799315,3847.92466799315,63.3098591549296,63.3098591549296
202310,2023.0,Anon2,25744.9909768174,Anon3,Anon1,Anon5,Anon2,Anon12,Anon1,Anon1,296.145481467771,738.512794410254,442.367312942483,28.0985915492958,16.830985915493
202005,2020.0,Anon1,17129.0083753644,Anon1,Anon1,Anon1,Anon4,Anon3,Anon1,Anon2,0.0,369.71912451992,369.71912451992,56.2676056338028,56.2676056338028
202113,2021.0,Anon2,16880.292443663,Anon1,Anon1,Anon5,Anon1,Anon3,Anon1,Anon2,0.0,646.892786081163,646.892786081163,49.2253521126761,49.2253521126761
202215,2022.0,Anon2,25183.9341076304,Anon1,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,0.0,2889.73208088474,2889.73208088474,87.9577464788733,87.9577464788733
202215,2022.0,Anon1,25828.2818934802,Anon1,Anon2,Anon4,Anon8,Anon12,Anon1,Anon1,50670.8504928046,171852.413122947,121181.562630142,45.7042253521127,32.2676056338028
202301,2022.0,Anon2,13120.6330109666,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,121.465920133265,606.751191522836,485.28527138957,73.8732394366197,59.0845070422535
202214,2022.0,Anon1,25047.4295497663,Anon2,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,5447.92004072,28560.8023691639,23112.8823284439,56.2676056338028,45.5281690140845
202208,2022.0,Anon2,19404.4699458609,Anon1,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,36.9950488177317,4624.38110221646,4587.38605339873,112.605633802817,111.103286408451
202311,2023.0,Anon2,25047.4295497663,Anon1,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,0.0,311.993891999445,311.993891999445,63.3098591549296,63.3098591549296
201909,2019.0,Anon2,15390.3104900282,Anon1,Anon2,Anon2,Anon2,Anon3,Anon1,Anon2,0.0,1350.46966822452,1350.46966822452,31.6197183098592,31.6197183098592
202304,2023.0,Anon1,18739.2994308454,Anon2,Anon2,Anon2,Anon2,Anon5,Anon4,Anon3,108.069964369997,450.465040951367,342.395076581371,45.7042253521127,32.8802816901409
201910,2019.0,Anon1,16379.3901253991,Anon2,Anon1,Anon1,Anon2,Anon8,Anon1,Anon1,1413.23862847624,7100.20360001851,5686.96497154227,35.1408450704225,28.0915492957747
201907,2019.0,Anon2,15699.1809726528,Anon1,Anon1,Anon1,Anon2,Anon2,Anon1,Anon1,445.37504048864,2217.96770163343,1772.59266114479,17.5352112676056,14.0140845070423
202209,2022.0,Anon2,23492.6657720605,Anon1,Anon1,Anon3,Anon5,Anon2,Anon1,Anon1,1168.38646985332,5380.59321641757,4212.20674656425,68.2394366197183,53.6220657253521
202016,2020.0,Anon1,17159.085650826,Anon1,Anon1,Anon3,Anon1,Anon2,Anon2,Anon3,2501.78150016195,8227.87006617001,5726.08856600805,40.0704225352113,27.8908450704225
202307,2023.0,Anon1,23491.5089537735,Anon3,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,426.102447827495,7075.79473416316,6649.69228633566,126.69014084507,118.584507042254
202108,2021.0,Anon2,19404.4699458609,Anon2,Anon1,Anon1,Anon5,Anon2,Anon1,Anon1,15871.7088519735,102497.33931794,86625.6304659664,109.084507042254,92.1924882394366
202206,2022.0,Anon2,18801.7676183425,Anon2,Anon1,Anon1,Anon2,Anon3,Anon1,Anon2,8.22497802045255,56863.402896673,56855.1779186525,23.8732394366197,23.8708920211268
202209,2022.0,Anon1,23492.6657720605,Anon2,Anon1,Anon3,Anon5,Anon2,Anon5,Anon3,26286.8330942576,80372.6111702374,54085.7780759798,68.2394366197183,45.946009387324
202216,2022.0,Anon1,25530.9795937254,Anon2,Anon1,Anon3,Anon5,Anon2,Anon1,Anon1,26320.392392763,101829.623802693,75509.2314099301,37.2535211267606,27.637323943662
202001,2020.0,Anon1,13488.5012262274,Anon1,Anon2,Anon2,Anon2,Anon8,Anon1,Anon1,92.2446902040627,1091.80509925501,999.560409050946,30.2112676056338,28.5845070422535
201906,2019.0,Anon1,16132.9878302716,Anon1,Anon1,Anon1,Anon2,Anon3,Anon1,Anon2,23.7957521632502,1493.68377215307,1469.88801998982,18.943661971831,18.6995305140845
201806,2018.0,Anon1,13488.5012262274,Anon3,Anon2,Anon2,Anon2,Anon3,Anon1,Anon2,5.70311415482856,387.765489796863,382.062375642034,29.5070422535211,29.1220657253521
202207,2022.0,Anon2,15423.8582203507,Anon3,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,1457.59104159919,7278.23793438527,5820.64689278608,52.7464788732395,42.1830985915493
201913,2019.0,Anon2,16132.9878302716,Anon2,Anon1,Anon1,Anon2,Anon8,Anon1,Anon1,5563.46305122391,38848.0403498219,33284.5772985979,20.3521126760563,17.4366197183099
202105,2021.0,Anon2,19406.7835824349,Anon3,Anon1,Anon1,Anon5,Anon2,Anon1,Anon1,5691.54597195873,28438.7580398871,22747.2120679284,105.56338028169,84.4366197183099
202205,2022.0,Anon1,15700.3377909398,Anon2,Anon2,Anon4,Anon2,Anon3,Anon1,Anon2,0.0,20788.0246170931,20788.0246170931,42.1830985915493,42.1830985915493
202301,2022.0,Anon1,13662.0239692749,Anon3,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,607.329600666327,2911.13321919393,2303.8036185276,50.6338028169014,40.0704225352113
202303,2023.0,Anon2,23491.5089537735,Anon3,Anon1,Anon1,Anon5,Anon10,Anon1,Anon1,0.0,7075.79473416316,7075.79473416316,126.69014084507,126.69014084507
202309,2023.0,Anon2,25828.2818934802,Anon1,Anon2,Anon4,Anon8,Anon11,Anon1,Anon1,2.17481837952894,19369.9967609088,19367.8219425293,45.7042253521127,45.6971830985916
202011,2020.0,Anon2,15423.8582203507,Anon3,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,27.7173661561242,10394.0123085466,10366.2949423905,42.1830985915493,42.0704225352113
201818,2018.0,Anon1,15390.3104900282,Anon2,Anon2,Anon2,Anon2,Anon2,Anon1,Anon1,13252.7185229744,65653.6023321457,52400.8838091713,31.6197183098592,25.2239436619718
202304,2023.0,Anon2,23623.3862384897,Anon1,Anon1,Anon1,Anon5,Anon4,Anon3,Anon3,22.6157975105271,3641.5482855953,3618.93248808477,105.56338028169,105.053990633803
202201,2022.0,Anon1,22478.136134376,Anon1,Anon1,Anon1,Anon6,Anon1,Anon2,Anon3,291.29841284531,825.62121142011,534.3227985748,38.6619718309859,25.0211267605634
202302,2023.0,Anon2,23448.7066771552,Anon3,Anon1,Anon5,Anon5,Anon12,Anon1,Anon1,321.352551941141,1912.91471935588,1591.56216741474,48.5211267605634,40.115023471831
202206,2022.0,Anon1,16132.9878302716,Anon1,Anon1,Anon1,Anon2,Anon3,Anon1,Anon2,0.0,549.02595900236,549.02595900236,23.8732394366197,23.8732394366197
202001,2019.0,Anon2,13120.6330109666,Anon2,Anon1,Anon1,Anon1,Anon4,Anon3,Anon3,0.0,12204.5486095044,12204.5486095044,53.4507042253521,53.4507042253521
202213,2022.0,Anon1,13987.0899079173,Anon3,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,8524.70963860997,8524.70963860997,87.9577464788733,87.9577464788733
202016,2020.0,Anon1,15423.8582203507,Anon3,Anon1,Anon1,Anon1,Anon2,Anon2,Anon3,13032.2173892925,44347.7858497987,31315.5684605062,42.1830985915493,29.7957746478873
201901,2019.0,Anon1,13701.3557910323,Anon2,Anon1,Anon1,Anon1,Anon4,Anon3,Anon3,6758.1671371061,38569.7098699736,31811.5427328675,54.8591549295775,49.1760563380282
201913,2019.0,Anon2,13671.2785155708,Anon3,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,295.775299615936,91782.7726620703,91486.9973624543,56.2676056338028,56.0792253521127
202203,2022.0,Anon1,17159.085650826,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,525.542547776595,525.542547776595,45.7042253521127,45.7042253521127
202113,2021.0,Anon1,19403.3131275739,Anon3,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,2863.28721484429,26699.4817454074,23836.1945305631,109.084507042254,101.117370915493
202013,2020.0,Anon2,16880.292443663,Anon2,Anon1,Anon5,Anon1,Anon3,Anon1,Anon2,0.0,10026.838184258,10026.838184258,49.2253521126761,49.2253521126761
202107,2021.0,Anon1,21265.7905696173,Anon2,Anon1,Anon1,Anon3,Anon11,Anon1,Anon1,328.374438943131,3254.93961408542,2926.56517514229,17.5352112676056,15.6901408450704
202216,2022.0,Anon2,22478.136134376,Anon2,Anon1,Anon1,Anon6,Anon2,Anon1,Anon1,6083.3718939429,27245.4999768636,21162.1280829207,38.6619718309859,30.987676056338
201917,2019.0,Anon1,13671.2785155708,Anon3,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,190.45856276896,22922.5857202351,22732.1271574661,56.2676056338028,55.5052816901409
202205,2022.0,Anon1,15816.0196196381,Anon3,Anon2,Anon4,Anon3,Anon2,Anon1,Anon1,2702.32751839341,13247.0732497339,10544.7457313405,54.8591549295775,43.6995305140845
202206,2022.0,Anon1,22492.0179538198,Anon2,Anon1,Anon1,Anon6,Anon3,Anon1,Anon2,0.0,3961.17717828883,3961.17717828883,30.9154929577465,30.9154929577465
202301,2022.0,Anon2,13120.6330109666,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,121.465920133265,606.751191522836,485.28527138957,73.8732394366197,59.0845070422535
202217,2022.0,Anon1,19439.1744944704,Anon2,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,262.759705705428,23091.7125537921,22828.9528480866,68.2394366197183,66.8644366197183
202304,2023.0,Anon2,13662.0239692749,Anon2,Anon1,Anon3,Anon1,Anon4,Anon3,Anon3,0.0,12143.5842857804,12143.5842857804,50.6338028169014,50.6338028169014
202209,2022.0,Anon1,16880.292443663,Anon3,Anon1,Anon5,Anon1,Anon3,Anon1,Anon2,0.0,866.456896950627,866.456896950627,52.7464788732395,52.7464788732395
202213,2022.0,Anon1,19412.5676738698,Anon3,Anon1,Anon1,Anon5,Anon3,Anon5,Anon4,10461.8365647124,28031.905048355,17570.0684836426,73.8732394366197,46.4718309859155
202301,2023.0,Anon2,15390.3104900282,Anon2,Anon2,Anon2,Anon2,Anon4,Anon3,Anon3,76.3500069409097,9346.86039516913,9270.51038822822,40.0704225352113,39.7136150211268
202217,2022.0,Anon2,15390.3104900282,Anon2,Anon2,Anon2,Anon2,Anon14,Anon1,Anon1,4830.50298459118,25151.4275137661,20320.924529175,37.2535211267606,30.2165492957747
202303,2023.0,Anon1,22473.5088612281,Anon3,Anon1,Anon1,Anon6,Anon3,Anon1,Anon2,0.0,394.93776317616,394.93776317616,40.0704225352113,40.0704225352113
202304,2023.0,Anon2,25724.1682476517,Anon1,Anon2,Anon2,Anon8,Anon4,Anon3,Anon3,13.8702512609319,8133.82073943825,8119.95048817732,56.2676056338028,56.1267605633803
202309,2023.0,Anon1,19786.2199805655,Anon2,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,39.8755263523206,3322.96052936005,3283.08500300773,80.9154929577465,79.2981220422535
202310,2023.0,Anon1,27024.4320022211,Anon3,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,0.0,7154.34269584934,7154.34269584934,28.0985915492958,28.0985915492958
202111,2021.0,Anon2,17159.085650826,Anon2,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,3220.58211096201,16076.072370552,12855.49025959,42.1830985915493,33.7323943661972
202006,2020.0,Anon2,16555.2265050206,Anon3,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,152.607468418861,57210.448382768,57057.8409143492,77.3943661971831,77.1784037323944
202304,2023.0,Anon1,25724.1682476517,Anon1,Anon2,Anon2,Anon8,Anon3,Anon1,Anon2,0.0,22275.5772523252,22275.5772523252,56.2676056338028,56.2676056338028
201913,2019.0,Anon2,16379.3901253991,Anon3,Anon1,Anon1,Anon2,Anon8,Anon1,Anon1,1382.14335292212,9062.86150571468,7680.71815279256,35.1408450704225,29.8732394366197
202117,2021.0,Anon2,23492.6657720605,Anon1,Anon1,Anon3,Anon5,Anon4,Anon3,Anon3,186.779880616353,3119.93891999445,2933.15903937809,63.3098591549296,58.2975352112676
202104,2021.0,Anon1,13662.0239692749,Anon2,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,17118.735828976,67422.4931747721,50303.7573457961,42.1830985915493,31.4366197183099
202213,2022.0,Anon2,22492.0179538198,Anon3,Anon1,Anon1,Anon6,Anon4,Anon3,Anon3,890.75008097728,4824.51066586461,3933.76058488733,30.9154929577465,26.1079812183099
202101,2021.0,Anon1,16379.3901253991,Anon1,Anon1,Anon1,Anon2,Anon8,Anon1,Anon1,196.265790569617,2655.36069594188,2459.09490537226,35.1408450704225,33.4084507042254
202306,2023.0,Anon1,22492.0179538198,Anon2,Anon1,Anon1,Anon6,Anon3,Anon1,Anon2,0.0,6176.5998796909,6176.5998796909,35.1408450704225,35.1408450704225
202203,2022.0,Anon2,19403.3131275739,Anon3,Anon1,Anon1,Anon5,Anon3,Anon1,Anon2,28.9667299060664,24046.7817315256,24017.8150016195,112.605633802817,112.471830985916
201906,2019.0,Anon2,15685.299153209,Anon2,Anon1,Anon1,Anon2,Anon3,Anon1,Anon2,0.0,15297.1866179261,15297.1866179261,35.1408450704225,35.1408450704225
202215,2022.0,Anon2,23460.274860025,Anon2,Anon1,Anon3,Anon5,Anon10,Anon1,Anon1,24.8021840729258,44978.8302253482,44954.0280412753,37.2535211267606,37.2300469507042
201915,2019.0,Anon1,13987.0899079173,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,182.453380223035,4068.2985516635,3885.84517144047,77.3943661971831,74.2018779577465
202012,2020.0,Anon1,16132.9878302716,Anon1,Anon1,Anon1,Anon2,Anon8,Anon1,Anon1,936.097357827033,4947.94317708574,4011.84581925871,20.3521126760563,16.5258215985916
