cod_ciclo,cod_ano,cod_canal,cod_agrupador_sap_material,cod_uf,des_categoria_material,des_subcategoria_material,des_marca_material,des_mecanica_consumidor,des_mecanica_rev,des_promocao_publico,vlr_desconto_real,vlr_rbv_tabela_so_tt,vlr_rbv_real_so_tt,vlr_preco_base,vlr_preco_venda
202004,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon2,Anon3,39.9796399981491,131.64592105872,91.666281060571,40.0704225352113,27.9014084507042
202004,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon2,Anon3,2698.62569987506,8886.09967146361,6187.47397158854,40.0704225352113,27.9014084507042
202005,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,39.9796399981491,2237.98065799824,2198.00101800009,40.0704225352113,38.4483568098592
202006,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,4212.66947387904,4212.66947387904,40.0704225352113,40.0704225352113
202007,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,3686.08578964416,3686.08578964416,40.0704225352113,40.0704225352113
202008,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,52.1840729258248,4344.31539493776,4292.13132201194,40.0704225352113,39.7183098591549
202009,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,7060.94118735829,21919.0458562769,14858.1046689186,40.0704225352113,27.1619718309859
202009,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,41.6454583314053,131.64592105872,90.0004627273148,40.0704225352113,27.3943661971831
202010,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,118.134283466753,4607.6072370552,4489.47295358845,40.0704225352113,39.0446009366197
202011,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,11.6144556013141,4805.07611864328,4793.46166304197,40.0704225352113,39.9718309859155
202012,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,8991.4858174078,28238.0500670955,19246.5642496877,40.0704225352113,27.3169014084507
202013,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,20.8227291657027,3159.50210540928,3138.67937624358,40.0704225352113,39.8591549295775
202014,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,58.0722780065707,3356.97098699736,3298.89870899079,40.0704225352113,39.6109154929578
202015,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,1974.6888158808,1974.6888158808,40.0704225352113,40.0704225352113
202016,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon2,Anon3,3244.45884040535,10663.3196057563,7418.86076535098,40.0704225352113,27.8802816901409
202017,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,19.9898199990746,2369.62657905696,2349.63675905789,40.0704225352113,39.3098591549296
202101,2020.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,329.056961732451,1593.74855397714,1264.69159224469,42.1830985915493,33.5774647887324
202101,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,1625.73457961223,7968.74276988571,6343.00819027347,42.1830985915493,33.603286387324
202102,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,79.9824163620379,2425.26953866087,2345.28712229883,42.1830985915493,40.7699530492958
202103,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,1870.92221553838,1870.92221553838,42.1830985915493,42.1830985915493
202104,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,2450.21054092823,10116.8386469853,7666.6281060571,42.1830985915493,32.0469483591549
202105,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,255.61056869187,3187.49710795428,2931.88653926241,42.1830985915493,39.0352112676056
202106,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,183.413539401231,2494.56295405118,2311.14941464995,42.1830985915493,39.2441314577465
202107,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,183.413539401231,2217.38929248994,2033.97575308871,42.1830985915493,38.2429577464789
202108,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,134.503262227569,2633.1497848318,2498.64652260423,42.1830985915493,40.2370892042253
202109,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,1345.72671324788,5058.41932349267,3712.69261024478,42.1830985915493,30.9859154929578
202110,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon5,Anon4,Anon3,175.350515940956,1177.98806163528,1002.63754569432,42.1830985915493,35.7300469507042
202111,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,1354.51853222896,4711.95224654111,3357.43371431216,42.1830985915493,30.0774647887324
202112,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,940.030540002777,3326.0839387349,2386.05339873213,42.1830985915493,30.0845070422535
202113,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,48.9102771736616,900.814400074037,851.904122900375,42.1830985915493,38.497652584507
202114,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,122.275692934154,2009.509046319,1887.23335338485,42.1830985915493,38.9172535211268
202115,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,85.5929850539077,970.107815464347,884.514830410439,42.1830985915493,37.0539906126761
202116,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon6,Anon1,Anon1,3528.06441164222,8176.62301605664,4648.55860441442,42.1830985915493,23.9154929577465
202117,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon5,Anon4,Anon3,323.619915783629,1870.92221553838,1547.30229975475,42.1830985915493,34.9242957746479
202201,2021.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,13.2455693859609,225.232520475684,211.986951089723,45.7042253521127,43.0140845070423
202201,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,114.536578594234,1651.70515015501,1537.16857156078,45.7042253521127,42.7488262887324
202202,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,119.210124473648,1726.78265698024,1607.57253250659,45.7042253521127,42.8967136126761
202203,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,1426.47262967933,1426.47262967933,45.7042253521127,45.7042253521127
202204,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon5,Anon4,Anon3,1458.74785988617,7357.59566887233,5898.84780898617,45.7042253521127,36.6361502323944
202205,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,45.1159131923558,1726.78265698024,1681.66674378789,45.7042253521127,44.4530516408451
202206,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,2027.09268428115,2027.09268428115,45.7042253521127,45.7042253521127
202207,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,1112.85919207811,5555.73550506687,4442.87631298876,45.7042253521127,36.5492957746479
202208,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,30.0772754615705,1952.01517745593,1921.93790199436,45.7042253521127,45.0258215985916
202209,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,1201.24010920365,1201.24010920365,45.7042253521127,45.7042253521127
202210,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,2702.7902457082,2702.7902457082,45.7042253521127,45.7042253521127
202211,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,1276.31761602887,1276.31761602887,45.7042253521127,45.7042253521127
202212,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,1576.62764332979,1576.62764332979,45.7042253521127,45.7042253521127
202213,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,1426.47262967933,1426.47262967933,45.7042253521127,45.7042253521127
202214,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon2,Anon3,1635.04696682245,5555.73550506687,3920.68853824441,45.7042253521127,32.2535211267606
202215,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,22.0952292813845,1351.3951228541,1329.29989357272,45.7042253521127,45.2065727676056
202216,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,405.46480958771,2702.7902457082,2297.32543612049,45.7042253521127,41.1338028169014
202217,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon3,Anon1,Anon2,0.0,2552.63523205775,2552.63523205775,45.7042253521127,45.7042253521127
202301,2022.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,329.693211790292,1580.32946184813,1250.63625005784,50.6338028169014,40.0704225352113
202301,2023.0,Anon1,13662.0239692749,Anon1,Anon1,Anon3,Anon1,Anon2,Anon1,Anon1,971.727361066124,4657.81315071029,3686.08578964416,50.6338028169014,40.0704225352113
201815,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,92.5454629586785,10723.8212021656,10631.2757392069,54.8591549295775,54.1361502323944
201815,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,351.672759242978,3154.06505946046,2802.39230021748,54.8591549295775,51.2323943661972
201816,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,388.69094442645,1261.62602378418,872.935079357734,54.8591549295775,37.9577464788732
201816,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,16297.2560270233,52988.2929989357,36691.0369719125,54.8591549295775,37.9906103309859
201817,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon5,Anon4,Anon3,377.932534357503,1261.62602378418,883.693489426681,54.8591549295775,38.6455399084507
201817,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon5,Anon4,Anon3,3457.03576882143,15229.6284299662,11772.5926611448,54.8591549295775,47.6971830985916
201818,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,27.6479570589052,10093.0081902735,10065.3602332146,54.8591549295775,54.2985915492958
201901,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,166.581833325621,540.696867336079,374.115034010458,54.8591549295775,37.9577464788732
201901,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,7105.39771412706,30008.6761371524,22903.2784230253,54.8591549295775,49.2488262887324
201901,2018.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,0.0,4055.22650502059,4055.22650502059,54.8591549295775,54.8591549295775
201902,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon2,Anon4,18315.6263014206,59116.1908287446,40800.564527324,54.8591549295775,37.8685445985916
201903,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,249.872749988432,7209.29156448105,6959.41881449262,54.8591549295775,51.8896713591549
201904,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,8805.90902780991,41092.961917542,32287.0528897321,54.8591549295775,43.1244131478873
201905,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,246.170931470085,8290.68529915321,8044.51436768312,54.8591549295775,52.8708920211268
201906,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,111.285919207811,9372.07903382537,9260.79311461756,54.8591549295775,53.9929577464789
201907,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon2,Anon3,11721.6926565175,39110.4067373097,27388.7140807922,54.8591549295775,38.4154929577465
201907,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon2,Anon3,26.9307297209754,90.1161445560132,63.1854148350377,54.8591549295775,38.4647887323944
201908,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,565.545324140484,7209.29156448105,6643.74624034057,54.8591549295775,50.6079812183099
201909,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,53.0054139095831,5857.54939614086,5804.54398223127,54.8591549295775,53.9131455422535
201910,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,92.4297811299801,11738.5822035075,11646.1524223775,56.2676056338028,55.1643192464789
201911,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,16.3111378464671,8965.68876960807,8949.3776317616,56.2676056338028,56.1737089225352
201912,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,12855.5249641386,62112.8129193466,49257.287955208,56.2676056338028,44.615023471831
201913,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,413.446855767896,15528.2032298367,15114.7563740688,56.2676056338028,54.2834507042254
201914,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,173.985470362316,15158.4841053167,14984.4986349544,56.2676056338028,55.6525821619718
201915,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,331.659802878164,13217.4587015872,12885.798898709,56.2676056338028,54.7652582183099
201916,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon2,Anon3,14529.2675026607,49727.2222479293,35197.9547452686,56.2676056338028,39.8521126760563
201917,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,217.666928878812,11276.4332978576,11058.7663689788,56.2676056338028,55.0404929577465
202001,2019.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,70.6815973346907,3882.05080745916,3811.36921012447,56.2676056338028,55.2711267605634
202001,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,5878.14076164916,25787.9089352645,19909.7681736153,56.2676056338028,50.0539906126761
202002,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,16379.9916709083,54533.5708666883,38153.5791957799,56.2676056338028,39.3661971830986
202003,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,502.024432002221,7764.10161491833,7262.07718291611,56.2676056338028,52.6525821619718
202004,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon2,Anon3,8271.34329739485,28191.0832446439,19919.7399472491,56.2676056338028,39.7558685422535
202005,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,43.5195039563185,7764.10161491833,7720.58211096201,56.2676056338028,55.2981220633803
202006,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,10814.2843922077,10814.2843922077,56.2676056338028,56.2676056338028
202007,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,7301.95270926843,7301.95270926843,56.2676056338028,56.2676056338028
202008,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,32.6222756929342,8873.25898847809,8840.63671278516,56.2676056338028,56.1314554014085
202009,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,27.7636388876035,92.4297811299801,64.6661422423766,56.2676056338028,39.3661971830986
202009,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,22190.4701309518,71725.5101568646,49535.0400259127,56.2676056338028,38.8591549295775
202010,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,729.165702651428,12421.3363564851,11692.1706538337,60.4929577464789,56.2887323943662
202011,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,87.3166443015131,12222.5949747814,12135.2783304798,60.4929577464789,60.0211267605634
202012,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,28457.0357688214,93408.4494007681,64951.4136319467,60.4929577464789,42.0680751197183
202013,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,556.383323307575,13017.5605015964,12461.1771782888,60.4929577464789,57.6032863873239
202014,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,302.993845726713,12271.7597519782,11968.7659062514,63.3098591549296,61.7411971830986
202015,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,126.72944333904,13103.7434639767,12977.0140206376,63.3098591549296,62.6173708943662
202016,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon2,Anon3,18909.6409236037,64270.7417518856,45361.1008282819,63.3098591549296,44.6848591549296
202017,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,416.130674193698,13415.7373559761,12999.6066817824,63.3098591549296,61.1531690140845
202101,2020.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,2923.27981120726,14601.0133728194,11677.7335616121,66.830985915493,53.4507042253521
202101,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,10819.0851880987,52805.1686641063,41986.0834760076,66.830985915493,53.1666666690141
202102,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,250.740363703669,10319.5132108648,10068.7728471612,66.830985915493,64.0399061056338
202103,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,58.1301189209199,7465.1797695618,7407.04965064088,66.830985915493,66.4248826267606
202104,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,12180.6718800611,48084.5402804128,35903.8684003517,66.830985915493,49.9225352112676
202105,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,607.017259728842,10099.9490999954,9492.93184026653,66.830985915493,62.5469483591549
202106,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,426.287538753413,8672.78237934385,8246.49484059044,66.830985915493,63.7535211267606
202107,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,12069.5363472306,44461.7324510666,32392.196103836,66.830985915493,48.5739436619718
202108,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,463.826292166027,7794.525935866,7330.69964369997,66.830985915493,61.8497652605634
202109,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,8719.92272453843,32056.3601869418,23336.4374624034,66.830985915493,48.6161971830986
202110,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,656.436536948776,8014.09004673546,7357.65350978668,66.830985915493,60.2323943661972
202111,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,10957.8455416223,42266.0913423719,31308.2458007496,66.830985915493,49.3661971830986
202112,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,11034.658275878,40729.1425662857,29694.4842904077,66.830985915493,48.6690140845071
202113,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,884.965989542363,11087.987598908,10203.0216093656,66.830985915493,61.8356807535211
202114,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,755.691545971959,17455.3468141224,16699.6552681505,66.830985915493,63.7359154929577
202115,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,636.284762389524,11087.987598908,10451.7028365184,66.830985915493,62.6009389647888
202116,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon6,Anon1,Anon1,36881.9351256305,84202.8365184397,47320.9013928092,66.830985915493,37.6056338028169
202117,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,581.9143029013,7574.96182499653,6993.04752209523,66.830985915493,60.9260563380282
202201,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,751.133681921244,14874.7165795197,14123.5828975984,77.3943661971831,73.3333333098592
202201,2021.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,224.422747674795,2034.14927583175,1809.72652815696,77.3943661971831,68.8591549295775
202202,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,471.28777011707,12077.761325251,11606.473555134,77.3943661971831,73.9812206338028
202203,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,9916.47771967979,9916.47771967979,77.3943661971831,77.3943661971831
202204,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon5,Anon4,Anon3,12343.2511221137,62422.9559020869,50079.7047799732,77.3943661971831,62.0657276971831
202205,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,50.9000046272732,10806.4180278562,10755.5180232289,77.3943661971831,76.657276971831
202206,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,9916.47771967979,9916.47771967979,77.3943661971831,77.3943661971831
202207,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,10001.8509092592,49963.7915876174,39961.9406783582,77.3943661971831,61.9014084507042
202208,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,279.950025450002,10552.1493683772,10272.1993429272,77.3943661971831,75.5
202209,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,10552.1493683772,10552.1493683772,77.3943661971831,77.3943661971831
202210,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,13094.8359631669,13094.8359631669,77.3943661971831,77.3943661971831
202211,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,16908.8658553514,16908.8658553514,77.3943661971831,77.3943661971831
202212,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,12459.1643144695,12459.1643144695,77.3943661971831,77.3943661971831
202213,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,14111.9106010828,14111.9106010828,77.3943661971831,77.3943661971831
202214,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon2,Anon3,19566.2162787469,66618.3887834899,47052.172504743,77.3943661971831,54.6408450704226
202215,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,2034.14927583175,2034.14927583175,77.3943661971831,77.3943661971831
202216,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon5,Anon4,Anon3,1832.02998473,8645.13442228495,6813.10443755495,77.3943661971831,62.056338028169
202217,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,0.0,3051.22391374763,3051.22391374763,77.3943661971831,77.3943661971831
202301,2023.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,665.170515015501,3323.19189301745,2658.02137800194,87.9577464788733,70.3521126760564
202301,2022.0,Anon1,13671.2785155708,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,57.840914349174,288.973208088474,231.132293739299,87.9577464788733,70.3521126760564
201815,2018.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,92.5454629586785,1531.97445745222,1439.42899449355,54.8591549295775,51.7300469507042
201815,2018.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,Anon1,0.0,1712.20674656425,1712.20674656425,54.8591549295775,54.8591549295775
201818,2018.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon3,Anon1,Anon2,27.6479570589052,4145.3426495766,4117.6946925177,54.8591549295775,54.1859154929578
201901,2018.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,0.0,1261.62602378418,1261.62602378418,54.8591549295775,54.8591549295775
201901,2018.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,0.0,450.580722780066,450.580722780066,54.8591549295775,54.8591549295775
201901,2019.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,249.872749988432,1171.50987922817,921.637129239739,54.8591549295775,46.4084507042254
201901,2019.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon2,Anon1,Anon1,1193.83647216695,5947.66554069687,4753.82906852992,54.8591549295775,49.2253521126761
201902,2019.0,Anon1,13701.3557910323,Anon1,Anon1,Anon1,Anon1,Anon3,Anon2,Anon4,1138.30919439175,3694.76192679654,2556.45273240479,54.8591549295775,37.9577464788732
